CLASE ACCIDENTE,FECHA,AÑO,HORA,JORNADA,DIA_SEMANA,BARRIOS-CORREGIMIENTO- VIA,DIRECCION,ZONA,AUTORIDAD,LAT,LONG,HIPOTESIS,CODIGO,CONDICION DE LA VICTIMA,GRAVEDAD,EDAD,GENERO,LESIONADOS Y MUERTOS,CLINICA,CLASE VEHICULO,MARCA,MATRICULA,TIPO DE SERVICIO,EMPRESA
DAÑOS,04/29/2022 12:00:00 AM,"2,022",1899-12-31T19:00:00.000,NOCHE,VIERNES,BARRIO NUEVO,CALLE 23 CARRERA 32,URBANA,TECNICO,3.52147,-76.30337,GIRAR BRUSCAMENTE,122,NO APLICA,CHOQUE,45,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,KIA,BOGOTA,PARTICULAR,NO APLICA
DAÑOS,04/30/2022 12:00:00 AM,"2,022",1899-12-31T13:50:00.000,TARDE,SABADO,INDUSTRIA,CALLE 42 CARRERA 34B-172,URBANA,TECNICO,3.53898,-76.30653,CAMBIO DE CARRIL CON O SIN INDICACION,157,NO APLICA,CHOQUE,56,MASCULINO,NO APLICA,NO APLICA,CAMIONETA,VOLKWAGEN,PALMIRA,PARTICULAR,NO APLICA
DAÑOS,04/30/2022 12:00:00 AM,"2,022",1899-12-31T13:50:00.000,TARDE,SABADO,INDUSTRIA,CALLE 42 CARRERA 34B-172,URBANA,TECNICO,3.53898,-76.30653,CAMBIO DE CARRIL CON O SIN INDICACION,157,NO APLICA,CHOQUE,42,MASCULINO,NO APLICA,NO APLICA,MICROBUS,NON PLUS,EL CERRITO,PARTICULAR,NO APLICA
DAÑOS,04/30/2022 12:00:00 AM,"2,022",1899-12-31T11:30:00.000,MAÑANA,SABADO,DELICIAS,CARRERA 26 CALLE 26-58,URBANA,TECNICO,3.52324,-76.29786,PONER EN MARCHA VEHICULO SIN PRECAUCION,143,NO APLICA,CHOQUE,41,MASCULINO,NO APLICA,NO APLICA,CAMPERO,CHEVROLET,CALI,PARTICULAR,NO APLICA
DAÑOS,04/30/2022 12:00:00 AM,"2,022",1899-12-31T11:30:00.000,MAÑANA,SABADO,DELICIAS,CARRERA 26 CALLE 26-58,URBANA,TECNICO,3.52324,-76.29786,PONER EN MARCHA VEHICULO SIN PRECAUCION,143,NO APLICA,CHOQUE,53,FEMENINA,NO APLICA,NO APLICA,MOTO,AUTCO,CALI,PARTICULAR,NO APLICA
DAÑOS,04/29/2022 12:00:00 AM,"2,022",1899-12-31T14:40:00.000,TARDE,VIERNES,AEROPUERTO,SEGINDO PISO PUERTA DOS,RURAL,TECNICO,3.53607,-76.38794,NO MANTENER DISTANCIA SEGURIDAD,121,NO APLICA,CHOQUE,48,FEMENINA,NO APLICA,NO APLICA,AUTOMOVIL,VOLKWAGEN,CALI,PARTICULAR,NO APLICA
DAÑOS,04/29/2022 12:00:00 AM,"2,022",1899-12-31T14:40:00.000,TARDE,VIERNES,AEROPUERTO,SEGINDO PISO PUERTA DOS,RURAL,TECNICO,3.53607,-76.38794,NO MANTENER DISTANCIA SEGURIDAD,121,NO APLICA,CHOQUE,25,FEMENINA,NO APLICA,NO APLICA,AUTOMOVIL,MAZDA,CALI,PARTICULAR,NO APLICA
HERIDOS,05/01/2022 12:00:00 AM,"2,022",1899-12-31T11:10:00.000,MAÑANA,DOMINGO,URIBE,CALLE 33 CARRERA 23,URBANA,TECNICO,3.52971,-76.29425,DESOBEDESER SEÑAL,112,NO APLICA,CHOQUE,29,MASCULINO,NO APLICA,NO APLICA,CAMIONETA,RENAULT,GUACARI,PARTICULAR,NO APLICA
HERIDOS,05/01/2022 12:00:00 AM,"2,022",1899-12-31T11:10:00.000,MAÑANA,DOMINGO,URIBE,CALLE 33 CARRERA 23,URBANA,TECNICO,3.52971,-76.29425,DESOBEDESER SEÑAL,112,MOTOCICLISTA,CHOQUE,27,FEMENINA,LESIONADO,PALMIRA,MOTO,AKT,PALMIRA,PARTICULAR,NO APLICA
HERIDOS,05/01/2022 12:00:00 AM,"2,022",1899-12-31T11:10:00.000,MAÑANA,DOMINGO,URIBE,CALLE 33 CARRERA 23,URBANA,TECNICO,3.52971,-76.29425,DESOBEDESER SEÑAL,112,ACOMPAÑANTE MOTOCICLISTA,CHOQUE,14,FEMENINA,LESIONADO,PALMIRA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
HERIDOS,05/01/2022 12:00:00 AM,"2,022",1899-12-31T11:10:00.000,MAÑANA,DOMINGO,URIBE,CALLE 33 CARRERA 23,URBANA,TECNICO,3.52971,-76.29425,DESOBEDESER SEÑAL,112,PASAJERO,CHOQUE,26,MASCULINO,LESIONADO,PALMIRA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
HERIDOS,05/01/2022 12:00:00 AM,"2,022",1899-12-31T11:10:00.000,MAÑANA,DOMINGO,URIBE,CALLE 33 CARRERA 23,URBANA,TECNICO,3.52971,-76.29425,DESOBEDESER SEÑAL,112,PASAJERO,CHOQUE,41,FEMENINA,LESIONADO,PALMIRA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
HERIDOS,05/01/2022 12:00:00 AM,"2,022",1899-12-31T12:30:00.000,TARDE,DOMINGO,LA VEGA,CALLE 38 CARRERA 13,URBANA,TECNICO,3.53413,-76.2858,DESOBEDESER SEÑAL,112,MOTOCICLISTA,CHOQUE,20,FEMENINA,LESIONADO,PALMIRA,MOTO,HONDA,ZARZAL,PARTICULAR,NO APLICA
HERIDOS,05/01/2022 12:00:00 AM,"2,022",1899-12-31T12:30:00.000,TARDE,DOMINGO,LA VEGA,CALLE 38 CARRERA 13,URBANA,TECNICO,3.53413,-76.2858,DESOBEDESER SEÑAL,112,MOTOCICLISTA,CHOQUE,29,MASCULINO,LESIONADO,PALMIRA,MOTO,HONDA,FLORIDA,PARTICULAR,NO APLICA
DAÑOS,03/01/2022 12:00:00 AM,"2,022",1899-12-31T20:30:00.000,NOCHE,DOMINGO,RIVERA ESCOBAR,CALLE 31 CARRERA 36,URBANA,TECNICO,3.5291,-76.30653,NO MANTENER DISTANCIA SEGURIDAD,121,NO APLICA,CHOQUE,24,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,PALMIRA,PARTICULAR,NO APLICA
DAÑOS,03/01/2022 12:00:00 AM,"2,022",1899-12-31T20:30:00.000,NOCHE,DOMINGO,RIVERA ESCOBAR,CALLE 31 CARRERA 36,URBANA,TECNICO,3.5291,-76.30653,NO MANTENER DISTANCIA SEGURIDAD,121,NO APLICA,CHOQUE,31,MASCULINO,NO APLICA,NO APLICA,CAMIONETA,CHEVROLET,EL CERRITO,PARTICULAR,NO APLICA
HERIDOS,05/02/2022 12:00:00 AM,"2,022",1899-12-31T07:20:00.000,MAÑANA,LUNES,FRAY LUIS,CALLE 42 CARRERA 49,URBANA,TECNICO,3.53861,-76.31783,GIRAR BRUSCAMENTE,122,MOTOCICLISTA,CHOQUE,24,MASCULINO,LESIONADO,PALMIRA,MOTO,HONDA,CALI,PARTICULAR,NO APLICA
HERIDOS,05/02/2022 12:00:00 AM,"2,022",1899-12-31T07:20:00.000,MAÑANA,LUNES,FRAY LUIS,CALLE 42 CARRERA 49,URBANA,TECNICO,3.53861,-76.31783,GIRAR BRUSCAMENTE,122,NO APLICA,CHOQUE,38,MASCULINO,NO APLICA,NO APLICA,CAMPERO,RENAULT,CALI,PARTICULAR,NO APLICA
DAÑOS,05/02/2022 12:00:00 AM,"2,022",1899-12-31T07:30:00.000,MAÑANA,LUNES,FRAY LUIS,CALLE 42 CARRERA 49-50,URBANA,TECNICO,3.5386,-76.31819,NO ESTAR PENDIENTE DE LA VIA,157,NO APLICA,CHOQUE POSTE,34,MASCULINO,NO APLICA,NO APLICA,CAMIONETA,NISSAN,CALI,PARTICULAR,NO APLICA
DAÑOS,05/02/2022 12:00:00 AM,"2,022",1899-12-31T11:00:00.000,MAÑANA,LUNES,FRAY LUIS,CALLE 42 CARRERA 49-03,URBANA,TECNICO,3.5386,-76.31819,DISTRAERSE,157,NO APLICA,CHOQUE POSTE,53,MASCULINO,NO APLICA,NO APLICA,CAMIONET A,CHEVROLET,BOGOTA,PARTICULAR,NO APLICA
HERIDOS,05/02/2022 12:00:00 AM,"2,022",1899-12-31T14:30:00.000,TARDE,LUNES,BIZERTA,CALLE 36 CARRERA 21,URBANA,TECNICO,3.53203,-76.29231,ARRANCAR SIN PRECAUCION,145,MOTOCICLISTA,CHOQUE,31,MASCULINO,LESIONADO,IPS POSITIVA,MOTO,YAMAHA,GUACARI,PARTICULAR,NO APLICA
HERIDOS,05/02/2022 12:00:00 AM,"2,022",1899-12-31T14:30:00.000,TARDE,LUNES,BIZERTA,CALLE 36 CARRERA 21,URBANA,TECNICO,3.53203,-76.29231,ARRANCAR SIN PRECAUCION,145,NO APLICA,CHOQUE,43,FEMENINA,NO APLICA,NO APLICA,AUTOMOVIL,NISSAN,EL CERRITO,PARTICULAR,NO APLICA
HERIDOS,05/02/2022 12:00:00 AM,"2,022",1899-12-31T13:00:00.000,TARDE,LUNES,BARRIO NUEVO,CARRERA 31 CALLE 23,URBANA,TECNICO,3.52144,-76.30265,ARRANCAR SIN PRECAUCION,145,MOTOCICLISTA,CHOQUE,30,MASCULINO,LESIONADO,PALMA,MOTO,HONDA,FLORIDA,PARTICULAR,NO APLICA
HERIDOS,05/02/2022 12:00:00 AM,"2,022",1899-12-31T13:00:00.000,TARDE,LUNES,BARRIO NUEVO,CARRERA 31 CALLE 23,URBANA,TECNICO,3.52144,-76.30265,ARRANCAR SIN PRECAUCION,145,NO APLICA,CHOQUE,55,MASCULINO,NO APLICA,NO APLICA,MICROBUS,CHEVROLET,TIMBIO,PUBLICO,NO APLICA
HERIDOS,05/02/2022 12:00:00 AM,"2,022",1899-12-31T16:50:00.000,TARDE,LUNES,SANTA BARBARA,CALLE 31 CARRERA 43,URBANA,TECNICO,3.52979,-76.31548,GIRAR BRUSCAMENTE,122,MOTOCICLISTA,CHOQUE,24,MASCULINO,LESIONADO,PALMIRA,MOTO,YAMAHA,FLORIDA,PARTICULAR,NO APLICA
HERIDOS,05/02/2022 12:00:00 AM,"2,022",1899-12-31T16:50:00.000,TARDE,LUNES,SANTA BARBARA,CALLE 31 CARRERA 43,URBANA,TECNICO,3.52979,-76.31548,GIRAR BRUSCAMENTE,122,NO APLICA,CHOQUE,35,MASCULINO,NO APLICA,NO APLICA,CAMIONETA,TOYOTA,CALI,PARTICULAR,NO APLICA
HERIDOS,05/03/2022 12:00:00 AM,"2,022",1899-12-31T08:40:00.000,MAÑANA,MARTES,INDUSTRIA,CALLE 42 CARRERA 35,URBANA,TECNICO,3.53873,-76.30655,SEMAFORO EN ROJO,142,MOTOCICLISTA,CHOQUE,21,MASCULINO,LESIONADO,SANTA BARBARA,MOTO,BAJAJ,PALMIRA,PARTICULAR,NO APLICA
HERIDOS,05/03/2022 12:00:00 AM,"2,022",1899-12-31T08:40:00.000,MAÑANA,MARTES,INDUSTRIA,CALLE 42 CARRERA 35,URBANA,TECNICO,3.53873,-76.30655,SEMAFORO EN ROJO,142,MOTOCICLISTA,CHOQUE,22,MASCULINO,LESIONADO,PALMIRA,MOTO,HONDA,PALMIRA,PARTICULAR,NO APLICA
HERIDOS,05/03/2022 12:00:00 AM,"2,022",1899-12-31T10:40:00.000,MAÑANA,MARTES,CENTRO,CALLE 31 CARRERA 26-65,URBANA,TECNICO,3.52776,-76.29743,ABRIR PUERTA,506,CICLISTA,CHOQUE,27,MASCULINO,LESIONADO,PALMIRA,BICICLETA,NO APLICA,NO APLICA,PARTICULAR,NO APLICA
HERIDOS,05/03/2022 12:00:00 AM,"2,022",1899-12-31T10:40:00.000,MAÑANA,MARTES,CENTRO,CALLE 31 CARRERA 26-65,URBANA,TECNICO,3.52776,-76.29743,ABRIR PUERTA,506,NO APLICA,CHOQUE,70,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,CALI,PARTICULAR,NO APLICA
HERIDOS,05/03/2022 12:00:00 AM,"2,022",1899-12-31T10:40:00.000,MAÑANA,MARTES,PRADO,CALLE 42 CARRERA 44-45,URBANA,TECNICO,3.53875,-76.31375,POR ESTABLECER,157,NO APLICA,ATROPELLO,74,MASCULINO,NO APLICA,NO APLICA,CAMPERO,SUZUKI,PALMIRA,PARTICULAR,NO APLICA
HERIDOS,05/03/2022 12:00:00 AM,"2,022",1899-12-31T10:40:00.000,MAÑANA,MARTES,PRADO,CALLE 42 CARRERA 44-45,URBANA,TECNICO,3.53875,-76.31375,POR ESTABLECER,157,PEATON,ATROPELLO,60,FEMENINA,LESIONADO,PALMA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
HERIDOS,05/03/2022 12:00:00 AM,"2,022",1899-12-31T10:40:00.000,MAÑANA,MARTES,PRADO,CALLE 42 CARRERA 44-45,URBANA,TECNICO,3.53875,-76.31375,POR ESTABLECER,157,PEATON,ATROPELLO,81,FEMENINA,LESIONADO,PALMA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
DAÑOS,05/03/2022 12:00:00 AM,"2,022",1899-12-31T10:40:00.000,MAÑANA,MARTES,COLOMBIA,CALLE 33 CARRERA 33,URBANA,TECNICO,3.53104,-76.303,SEMAFORO EN ROJO,142,NO APLICA,CHOQUE,31,FEMENINA,NO APLICA,NO APLICA,CAMIONETA,HYUNDAI,PALMIRA,PARTICULAR,NO APLICA
DAÑOS,05/03/2022 12:00:00 AM,"2,022",1899-12-31T10:40:00.000,MAÑANA,MARTES,COLOMBIA,CALLE 33 CARRERA 33,URBANA,TECNICO,3.53104,-76.303,SEMAFORO EN ROJO,142,NO APLICA,CHOQUE,58,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,HYUNDAI,PALMIRA,PUBLICO,FLOTA PALMIRA
HERIDOS,05/03/2022 12:00:00 AM,"2,022",1899-12-31T16:54:00.000,TARDE,MARTES,CENTRO,CALLE 28 CARRERA 32,URBANA,TECNICO,3.52584,-76.30273,SEMAFORO EN ROJO,142,MOTOCICLISTA,CHOQUE,34,MASCULINO,LESIONADO,PALMIRA,MOTO,SIGMA,CALI,PARTICULAR,NO APLICA
HERIDOS,05/03/2022 12:00:00 AM,"2,022",1899-12-31T16:54:00.000,TARDE,MARTES,CENTRO,CALLE 28 CARRERA 32,URBANA,TECNICO,3.52584,-76.30273,SEMAFORO EN ROJO,142,NO APLICA,CHOQUE,33,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,KIA,PALMIRA,PUBLICO,COOP PALMERAS
DAÑOS,05/03/2022 12:00:00 AM,"2,022",1899-12-31T16:54:00.000,TARDE,MARTES,BRISAS DEL BOLO,CALLE 32 CARRERA 35,URBANA,TECNICO,3.53107,-76.30514,ARRANCAR SIN PRECAUCION,145,NO APLICA,CHOQUE,48,MASCULINO,NO APLICA,NO APLICA,MOTO,HONDA,FLORIDA,PARTICULAR,NO APLICA
DAÑOS,05/03/2022 12:00:00 AM,"2,022",1899-12-31T16:54:00.000,TARDE,MARTES,BRISAS DEL BOLO,CALLE 32 CARRERA 35,URBANA,TECNICO,3.53107,-76.30514,ARRANCAR SIN PRECAUCION,145,NO APLICA,CHOQUE,33,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,ENVIGADO,PARTICULAR,NO APLICA
DAÑOS,05/03/2022 12:00:00 AM,"2,022",1899-12-31T17:20:00.000,TARDE,MARTES,VIA PALMIRA TIENDA NUEVA,KM 3,RURAL,TECNICO,3.5492,-76.24723,ARRANCAR SIN PRECAUCION,145,NO APLICA,CHOQUE,31,MASCULINO,NO APLICA,NO APLICA,MOTO,HONDA,FLORIDA,PARTICULAR,NO APLICA
DAÑOS,05/03/2022 12:00:00 AM,"2,022",1899-12-31T17:20:00.000,TARDE,MARTES,VIA PALMIRA TIENDA NUEVA,KM 3,RURAL,TECNICO,3.5492,-76.24723,ARRANCAR SIN PRECAUCION,145,NO APLICA,CHOQUE,61,MASCULINO,NO APLICA,NO APLICA,CAMIONETA,TOYOTA,EL CERRITO,PARTICULAR,NO APLICA
HERIDOS,05/03/2022 12:00:00 AM,"2,022",1899-12-31T19:20:00.000,NOCHE,MARTES,VIA PALMIRA CANDELARIA,KM 1,RURAL,TECNICO,3.49833,-76.31991,CRUZAR SIN OBSERVAR,409,MOTOCICLISTA,ATROPELLO,23,MASCULINO,LESIONADO,PALMIRA,MOTO,AKT,GUACARI,PARTICULAR,NO APLICA
HERIDOS,05/03/2022 12:00:00 AM,"2,022",1899-12-31T19:20:00.000,NOCHE,MARTES,VIA PALMIRA CANDELARIA,KM 1,RURAL,TECNICO,3.49833,-76.31991,CRUZAR SIN OBSERVAR,409,ACOMPAÑANTE MOTOCICLISTA,ATROPELLO,21,FEMENINA,LESIONADO,PALMIRA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
HERIDOS,05/03/2022 12:00:00 AM,"2,022",1899-12-31T19:20:00.000,NOCHE,MARTES,VIA PALMIRA CANDELARIA,KM 1,RURAL,TECNICO,3.49833,-76.31991,CRUZAR SIN OBSERVAR,409,PEATON,ATROPELLO,49,FEMENINA,LESIONADO,PALMIRA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
DAÑOS,02/04/2022 12:00:00 AM,"2,022",1899-12-31T14:10:00.000,TARDE,MIERCOLES,PRADO,CALLE 42 CARRERA 43 -44,URBANA,TECNICO,3.53887,-76.31334,NO MANTENER DISTANCIA SEGURIDAD,121,NO APLICA,CHOQUE,24,FEMENINA,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,SANTA ROSA CABAL,PARTICULAR,NO APLICA
DAÑOS,02/04/2022 12:00:00 AM,"2,022",1899-12-31T14:10:00.000,TARDE,MIERCOLES,PRADO,CALLE 42 CARRERA 43 -44,URBANA,TECNICO,3.53887,-76.31334,NO MANTENER DISTANCIA SEGURIDAD,121,NO APLICA,CHOQUE,28,MASCULINO,NO APLICA,NO APLICA,MOTO,YAMAHA,PALMIRA,PARTICULAR,NO APLICA
DAÑOS,05/05/2022 12:00:00 AM,"2,022",1899-12-31T16:20:00.000,TARDE,JUEVES,VERSALLES,CARRERA 28 CALLE 41-68,URBANA,TECNICO,3.53778,-76.29723,ARRANCAR SIN PRECAUCION,145,NO APLICA,CHOQUE,35,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,MAZDA,CALI,PARTICULAR,NO APLICA
DAÑOS,05/05/2022 12:00:00 AM,"2,022",1899-12-31T16:20:00.000,TARDE,JUEVES,VERSALLES,CARRERA 28 CALLE 41-68,URBANA,TECNICO,3.53778,-76.29723,ARRANCAR SIN PRECAUCION,145,NO APLICA,CHOQUE,52,MASCULINO,NO APLICA,NO APLICA,CAMION,HINO,GUADALAJARA BUGA,PUBLICO,NO APLICA
HERIDOS,05/05/2022 12:00:00 AM,"2,022",1899-12-31T18:20:00.000,NOCHE,JUEVES,SEMBRADOR,CARRERA 23 CALLE 18,URBANA,TECNICO,3.52076,-76.29097,DESOBEDESER SEÑAL,112,MOTOCICLISTA,CHOQUE,18,MASCULINO,LESIONADO,PALMA,MOTO,SUZUKI,PALMIRA,PARTICULAR,NO APLICA
HERIDOS,05/05/2022 12:00:00 AM,"2,022",1899-12-31T18:20:00.000,NOCHE,JUEVES,SEMBRADOR,CARRERA 23 CALLE 18,URBANA,TECNICO,3.52076,-76.29097,DESOBEDESER SEÑAL,112,MOTOCICLISTA,CHOQUE,26,MASCULINO,LESIONADO,PALMA,MOTO,SUZUKI,PALMIRA,PARTICULAR,NO APLICA
HERIDOS,05/05/2022 12:00:00 AM,"2,022",1899-12-31T19:05:00.000,NOCHE,JUEVES,PRADO,CALLE 42 CARRERA 40-37,URBANA,TECNICO,3.53884,-76.3107,NO ESTAR PENDIENTE DE LA VIA,157,NO APLICA,CHOQUE,39,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,KIA,CALI,PARTICULAR,NO APLICA
HERIDOS,05/05/2022 12:00:00 AM,"2,022",1899-12-31T19:05:00.000,NOCHE,JUEVES,PRADO,CALLE 42 CARRERA 40-37,URBANA,TECNICO,3.53884,-76.3107,NO ESTAR PENDIENTE DE LA VIA,157,MOTOCICLISTA,CHOQUE,22,MASCULINO,LESIONADO,PALMA,MOTO,HONDA,FLORIDA,PARTICULAR,NO APLICA
HERIDOS,05/06/2022 12:00:00 AM,"2,022",1899-12-31T18:40:00.000,NOCHE,VIERNES,COLOMBIA,CALLE 37 CARRERA 31,URBANA,TECNICO,3.53404,-76.30052,ARRANCAR SIN PRECAUCION,145,MOTOCICLISTA,CHOQUE,23,FEMENINA,LESIONADO,IPS POSITIVA,MOTO,HONDA,FLORIDA,PARTICULAR,NO APLICA
HERIDOS,05/06/2022 12:00:00 AM,"2,022",1899-12-31T18:40:00.000,NOCHE,VIERNES,COLOMBIA,CALLE 37 CARRERA 31,URBANA,TECNICO,3.53404,-76.30052,ARRANCAR SIN PRECAUCION,145,NO APLICA,CHOQUE,30,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,HYUNDAI,CALI,PUBLICO,AUTOS S.A.S
HERIDOS,05/06/2022 12:00:00 AM,"2,022",1899-12-31T21:00:00.000,NOCHE,VIERNES,INDUSTRIA,CALLE 42 CARRERA 35,URBANA,TECNICO,3.53896,-76.30653,PONER EN MARCHA VEHICULO SIN PRECAUCION,143,MOTOCICLISTA,CHOQUE,17,MASCULINO,LESIONADO,PALMIRA,MOTO,SUZUKI,MIRANDA,PARTICULAR,NO APLICA
HERIDOS,05/06/2022 12:00:00 AM,"2,022",1899-12-31T21:00:00.000,NOCHE,VIERNES,INDUSTRIA,CALLE 42 CARRERA 35,URBANA,TECNICO,3.53896,-76.30653,PONER EN MARCHA VEHICULO SIN PRECAUCION,143,MOTOCICLISTA,CHOQUE,48,FEMENINA,LESIONADO,PALMIRA,MOTO,VICTORY,FLORIDA,PARTICULAR,NO APLICA
DAÑOS,05/06/2022 12:00:00 AM,"2,022",1899-12-31T22:50:00.000,NOCHE,VIERNES,CENTRO,CALLE 29 CARRERA 24,URBANA,TECNICO,3.52561,-76.29572,SEMAFORO EN ROJO,142,NO APLICA,CHOQUE,41,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,HYUNDAI,PALMIRA,PARTICULAR,NO APLICA
DAÑOS,05/06/2022 12:00:00 AM,"2,022",1899-12-31T22:50:00.000,NOCHE,VIERNES,CENTRO,CALLE 29 CARRERA 24,URBANA,TECNICO,3.52561,-76.29572,SEMAFORO EN ROJO,142,NO APLICA,CHOQUE,23,MASCULINO,NO APLICA,NO APLICA,MOTO,AKT,CALI,PARTICULAR,NO APLICA
DAÑOS,05/06/2022 12:00:00 AM,"2,022",1899-12-31T00:10:00.000,MADRUGADA,VIERNES,MERCEDES,CARRERA 28 CALLE 54,URBANA,TECNICO,3.54663,-76.29579,NO MANTENER DISTANCIA SEGURIDAD,121,NO APLICA,CHOQUE,38,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,CALI,PARTICULAR,NO APLICA
DAÑOS,05/06/2022 12:00:00 AM,"2,022",1899-12-31T00:10:00.000,MADRUGADA,VIERNES,MERCEDES,CARRERA 28 CALLE 54,URBANA,TECNICO,3.54663,-76.29579,NO MANTENER DISTANCIA SEGURIDAD,121,NO APLICA,CHOQUE,36,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,CALI,PARTICULAR,NO APLICA
HERIDOS,05/09/2022 12:00:00 AM,"2,022",1899-12-31T07:55:00.000,MAÑANA,LUNES,ESTONIA,CARRERA 30 CALLE 43,URBANA,TECNICO,3.53886,-76.29868,TRANSITAR EN CONTRAVIA,127,NO APLICA,CHOQUE,48,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,CALI,PARTICULAR,NO APLICA
HERIDOS,05/09/2022 12:00:00 AM,"2,022",1899-12-31T07:55:00.000,MAÑANA,LUNES,ESTONIA,CARRERA 30 CALLE 43,URBANA,TECNICO,3.53886,-76.29868,TRANSITAR EN CONTRAVIA,127,MOTOCICLISTA,CHOQUE,52,FEMENINA,LESIONADO,PALMA,MOTO,HONDA,PRADERA,PARTICULAR,NO APLICA
DAÑOS,05/07/2022 12:00:00 AM,"2,022",1899-12-31T21:05:00.000,NOCHE,SABADO,BIZERTA,CALLE 36 CARRERA 21,URBANA,TECNICO,3.53203,-76.29231,DESOBEDESER SEÑAL,112,NO APLICA,CHOQUE,48,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,BOGOTA,PARTICULAR,NO APLICA
DAÑOS,05/07/2022 12:00:00 AM,"2,022",1899-12-31T21:05:00.000,NOCHE,SABADO,BIZERTA,CALLE 36 CARRERA 21,URBANA,TECNICO,3.53203,-76.29231,DESOBEDESER SEÑAL,112,NO APLICA,CHOQUE,29,MASCULINO,NO APLICA,NO APLICA,MOTO,HERO,FLORIDA,PARTICULAR,NO APLICA
DAÑOS,05/07/2022 12:00:00 AM,"2,022",1899-12-31T00:30:00.000,MADRUGADA,SABADO,COLOMBIA,CALLE 36 CARRERA 31,URBANA,TECNICO,3.53203,-76.29231,SEMAFORO EN ROJO,142,NO APLICA,CHOQUE,29,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,MAZDA,HUILA,PARTICULAR,NO APLICA
DAÑOS,05/07/2022 12:00:00 AM,"2,022",1899-12-31T00:30:00.000,MADRUGADA,SABADO,COLOMBIA,CALLE 36 CARRERA 31,URBANA,TECNICO,3.53203,-76.29231,SEMAFORO EN ROJO,142,NO APLICA,CHOQUE,48,FEMENINA,NO APLICA,NO APLICA,AUTOMOVIL,VOLKWAGEN,PALMIRA,PARTICULAR,NO APLICA
HERIDOS,05/08/2022 12:00:00 AM,"2,022",1899-12-31T07:40:00.000,MAÑANA,DOMINGO,PRADO,CALLE 42 CARRERA 39,URBANA,TECNICO,,,CRUZAR SIN OBSERVAR,409,NO APLICA,ATROPELLO,38,MASCULINO,NO APLICA,NO APLICA,MOTO,YAMAHA,GUACARI,PARTICULAR,NO APLICA
HERIDOS,05/08/2022 12:00:00 AM,"2,022",1899-12-31T07:40:00.000,MAÑANA,DOMINGO,PRADO,CALLE 42 CARRERA 39,URBANA,TECNICO,,,CRUZAR SIN OBSERVAR,409,PEATON,ATROPELLO,56,FEMENINA,LESIONADO,PALMA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
HERIDOS,05/08/2022 12:00:00 AM,"2,022",1899-12-31T08:15:00.000,MAÑANA,DOMINGO,CENTRO POBLAO ROZO,AVENIDAD 9 N 13-802,RURAL,TECNICO,,,ADELANTAR EN CURVA,109,NO APLICA,CHOQUE,29,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,KIA,CALI,PARTICULAR,NO APLICA
HERIDOS,05/08/2022 12:00:00 AM,"2,022",1899-12-31T08:15:00.000,MAÑANA,DOMINGO,CENTRO POBLAO ROZO,AVENIDAD 9 N 13-802,RURAL,TECNICO,,,ADELANTAR EN CURVA,109,MOTOCICLISTA,CHOQUE,34,FEMENINA,LESIONADO,RAUL,MOTOCARRO,BAJAJ,CALI,PARTICULAR,NO APLICA
HERIDOS,05/08/2022 12:00:00 AM,"2,022",1899-12-31T12:30:00.000,TARDE,DOMINGO,ZAMORANO,CALLE 67 CARRERA 31,URBANA,TECNICO,,,REALIZAR MANIOBRAS PELIGROSAS,157,NO APLICA,CHOQUE,53,MASCULINO,NO APLICA,NO APLICA,MOTO,TVS,PALMIRA,PARTICULAR,NO APLICA
