CLASE ACCIDENTE,FECHA,AÑO,HORA,JORNADA,DIA_SEMANA,BARRIOS-CORREGIMIENTO- VIA,DIRECCION,ZONA,AUTORIDAD,LAT,LONG,HIPOTESIS,CODIGO,CONDICION DE LA VICTIMA,GRAVEDAD,EDAD,GENERO,LESIONADOS Y MUERTOS,CLINICA,CLASE VEHICULO,MARCA,MATRICULA,TIPO DE SERVICIO,EMPRESA
DAÑOS,02/03/2022 12:00:00 AM,"2,022",1899-12-31T07:10:00.000,MAÑANA,JUEVES,SANTA BARBARA,CALLE 31 CARRERA 43 -41,URBANA,TECNICO,3.53001,-76.31343,ADELANTAR POR LA DERECHA,102,NO APLICA,CHOQUE,76,FEMENINA,NO APLICA,NO APLICA,AUTOMOVIL,HYUNDAI,PALMIRA,PARTICULAR,NO APLICA
DAÑOS,02/03/2022 12:00:00 AM,"2,022",1899-12-31T07:10:00.000,MAÑANA,JUEVES,SANTA BARBARA,CALLE 31 CARRERA 43 -41,URBANA,TECNICO,3.53001,-76.31343,ADELANTAR POR LA DERECHA,102,NO APLICA,CHOQUE,52,MASCULINO,NO APLICA,NO APLICA,BUS,INTERNATIONAL,GUACARI,PUBLICO,NO APLICA
DAÑOS,02/03/2022 12:00:00 AM,"2,022",1899-12-31T12:30:00.000,TARDE,JUEVES,CENTRO,CALLE 27 CARRERA 30,URBANA,TECNICO,3.52472,-76.3012,DESOBEDESER SEÑAL,112,NO APLICA,CHOQUE,41,MASCULINO,NO APLICA,NO APLICA,CAMIONETA,RENAULT,GUACARI,PARTICULAR,NO APLICA
DAÑOS,02/03/2022 12:00:00 AM,"2,022",1899-12-31T12:30:00.000,TARDE,JUEVES,CENTRO,CALLE 27 CARRERA 30,URBANA,TECNICO,3.52472,-76.3012,DESOBEDESER SEÑAL,112,NO APLICA,CHOQUE,39,MASCULINO,NO APLICA,NO APLICA,MOTO,JIANLING,GUACARI,PARTICULAR,NO APLICA
DAÑOS,02/04/2022 12:00:00 AM,"2,022",1899-12-31T06:50:00.000,MAÑANA,VIERNES,VIA AEROPUERTO ZONA FRANCA PALMASECA,POSTE 1420,RURAL,TECNICO,3.53809,-76.38908,REALIZAR U,146,NO APLICA,CHOQUE,24,MASCULINO,NO APLICA,NO APLICA,MOTO,BAJAJ,FLORIDA,PARTICULAR,NO APLICA
DAÑOS,02/04/2022 12:00:00 AM,"2,022",1899-12-31T06:50:00.000,MAÑANA,VIERNES,VIA AEROPUERTO ZONA FRANCA PALMASECA,POSTE 1420,RURAL,TECNICO,3.53809,-76.38908,REALIZAR U,146,NO APLICA,CHOQUE,46,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,ENVIGADO,PARTICULAR,NO APLICA
DAÑOS,02/04/2022 12:00:00 AM,"2,022",1899-12-31T17:50:00.000,TARDE,VIERNES,CENTRO,CALLE 32 CARRERA 26,URBANA,TECNICO,3.5285,-76.29691,ARRANCAR SIN PRECAUCION,145,NO APLICA,CHOQUE,34,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,GUACARI,PARTICULAR,NO APLICA
DAÑOS,02/04/2022 12:00:00 AM,"2,022",1899-12-31T17:50:00.000,TARDE,VIERNES,CENTRO,CALLE 36 CARRERA 26,URBANA,TECNICO,3.5285,-76.29691,ARRANCAR SIN PRECAUCION,145,NO APLICA,CHOQUE,39,MASCULINO,NO APLICA,NO APLICA,MOTO,VICTORY,FLORIDA,PARTICULAR,NO APLICA
HERIDOS,02/05/2022 12:00:00 AM,"2,022",1899-12-31T05:30:00.000,MADRUGADA,SABADO,ITALIA,TRASNVERSAL 30 CALLE 7E-8E,URBANA,TECNICO,3.5061,-76.30292,CRUZAR SIN OBSERVAR,409,MOTOCICLISTA,ATROPELLO,22,MASCULINO,LESIONADO,PALMIRA,MOTO,AKT,PRADERA,PARTICULAR,NO APLICA
HERIDOS,02/05/2022 12:00:00 AM,"2,022",1899-12-31T05:30:00.000,MADRUGADA,SABADO,ITALIA,TRASNVERSAL 30 CALLE 7E-8E,URBANA,TECNICO,3.5061,-76.30292,CRUZAR SIN OBSERVAR,409,PEATON,ATROPELLO,27,MASCULINO,LESIONADO,PALMIRA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
HERIDOS,02/05/2022 12:00:00 AM,"2,022",1899-12-31T05:30:00.000,MADRUGADA,SABADO,ITALIA,TRASNVERSAL 30 CALLE 7E-8E,URBANA,TECNICO,3.5061,-76.30292,CRUZAR SIN OBSERVAR,409,PEATON,ATROPELLO,25,MASCULINO,LESIONADO,PALMIRA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
HERIDOS,02/05/2022 12:00:00 AM,"2,022",1899-12-31T13:50:00.000,TARDE,SABADO,INDUSTRIA,CALLE 42 CARRERA 34,URBANA,TECNICO,3.5386,-76.30273,ARRANCAR SIN PRECAUCION,145,MOTOCICLISTA,CHOQUE,37,MASCULINO,LESIONADO,PALMA,MOTO,SUZUKI,CARTAGO,PARTICULAR,NO APLICA
HERIDOS,02/05/2022 12:00:00 AM,"2,022",1899-12-31T13:50:00.000,TARDE,SABADO,INDUSTRIA,CALLE 42 CARRERA 34,URBANA,TECNICO,3.5386,-76.30273,ARRANCAR SIN PRECAUCION,145,NO APLICA,CHOQUE,71,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,MAZDA,CALI,PARTICULAR,NO APLICA
HERIDOS,02/05/2022 12:00:00 AM,"2,022",1899-12-31T16:50:00.000,TARDE,SABADO,CENTRO,CARRERA 29 CALLE 26,URBANA,TECNICO,3.52372,-76.30033,CRUZAR SIN OBSERVAR,409,NO APLICA,ATROPELLO,25,MASCULINO,NO APLICA,NO APLICA,MOTO,HONDA,FLORIDA,PARTICULAR,NO APLICA
HERIDOS,02/05/2022 12:00:00 AM,"2,022",1899-12-31T16:50:00.000,TARDE,SABADO,CENTRO,CARRERA 29 CALLE 26,URBANA,TECNICO,3.52372,-76.30033,CRUZAR SIN OBSERVAR,409,PEATON,ATROPELLO,68,FEMENINA,LESIONADO,PALMIRA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
DAÑOS,02/07/2022 12:00:00 AM,"2,022",1899-12-31T08:10:00.000,MAÑANA,LUNES,SESQUI,CALLE 11 CARRERA 24-05,URBANA,TECNICO,3.5098,-76.29606,NO MANTENER DISTANCIA SEGURIDAD,121,NO APLICA,CHOQUE,52,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,PALMIRA,PARTICULAR,NO APLICA
DAÑOS,02/07/2022 12:00:00 AM,"2,022",1899-12-31T08:10:00.000,MAÑANA,LUNES,SESQUI,CALLE 11 CARRERA 24-05,URBANA,TECNICO,3.5098,-76.29606,NO MANTENER DISTANCIA SEGURIDAD,121,NO APLICA,CHOQUE,40,MASCULINO,NO APLICA,NO APLICA,CAMIONETA,CHEVROLET,SABANETA,PARTICULAR,NO APLICA
DAÑOS,02/07/2022 12:00:00 AM,"2,022",1899-12-31T09:40:00.000,MAÑANA,LUNES,PORTAL,CARRERA 45A CALLE 49-44,URBANA,TECNICO,3.54369,-76.31716,NO SABER MANIOBRAR EN UNA SITUACION DE PELIGRO,157,NO APLICA,CHOQUE,22,MASCULINO,NO APLICA,NO APLICA,MOTO,AKT,PRADERA,PARTICULAR,NO APLICA
DAÑOS,02/07/2022 12:00:00 AM,"2,022",1899-12-31T09:40:00.000,MAÑANA,LUNES,PORTAL,CARRERA 45A CALLE 49-44,URBANA,TECNICO,3.54369,-76.31716,NO SABER MANIOBRAR EN UNA SITUACION DE PELIGRO,157,NO APLICA,CHOQUE,29,MASCULINO,NO APLICA,NO APLICA,CAMIONETA,NISSAN,CALI,PARTICULAR,NO APLICA
HERIDOS,02/07/2022 12:00:00 AM,"2,022",1899-12-31T16:00:00.000,TARDE,LUNES,ITALIA,TRANSVERSAL 30 CALLE 6E-39,URBANA,TECNICO,3.50574,-76.30533,PONER EN MARCHA VEHICULO SIN PRECAUCION,145,MOTOCICLISTA,CHOQUE,42,MASCULINO,LESIONADO,PALMIRA,MOTO,AKT,CANDELARIA,PARTICULAR,NO APLICA
HERIDOS,02/07/2022 12:00:00 AM,"2,022",1899-12-31T16:00:00.000,TARDE,LUNES,ITALIA,TRANSVERSAL 30 CALLE 6E-39,URBANA,TECNICO,3.50574,-76.30533,PONER EN MARCHA VEHICULO SIN PRECAUCION,145,NO APLICA,CHOQUE,29,MASCULINO,NO APLICA,NO APLICA,BUS,CHEVROLET,PALMIRA,PUBLICO,LINEAS DEL VALLE
HERIDOS,02/07/2022 12:00:00 AM,"2,022",1899-12-31T18:00:00.000,NOCHE,LUNES,BARRIO NUEVO,CALLE 27 CARRERA 32,URBANA,TECNICO,3.52498,-76.30279,ARRANCAR SIN PRECAUCION,145,MOTOCICLISTA,CHOQUE,18,MASCULINO,LESIONADO,PALMIRA,MOTO,YAMAHA,PRADERA,PARTICULAR,NO APLICA
HERIDOS,02/07/2022 12:00:00 AM,"2,022",1899-12-31T18:00:00.000,NOCHE,LUNES,BARRIO NUEVO,CALLE 27 CARRERA 32,URBANA,TECNICO,3.52498,-76.30279,ARRANCAR SIN PRECAUCION,145,NO APLICA,CHOQUE,75,MASCULINO,NO APLICA,NO APLICA,CAMIONETA,CHVROLET,PALMIRA,PARTICULAR,NO APLICA
HERIDOS,02/07/2022 12:00:00 AM,"2,022",1899-12-31T18:30:00.000,NOCHE,LUNES,VERSALLES,CALLE 43 CARRERA 27,URBANA,TECNICO,3.53861,-76.29606,ARRANCAR SIN PRECAUCION,145,MOTOCICLISTA,CHOQUE,30,FEMENINA,LESIONADO,PALMA,MOTO,KIMCO,CALI,PARTICULAR,NO APLICA
HERIDOS,02/07/2022 12:00:00 AM,"2,022",1899-12-31T18:30:00.000,NOCHE,LUNES,VERSALLES,CALLE 43 CARRERA 27,URBANA,TECNICO,3.53861,-76.29606,ARRANCAR SIN PRECAUCION,145,NO APLICA,CHOQUE,67,MASCULINO,NO APLICA,NO APLICA,CAMIONETA,RENAULT,PALMIRA,PARTICULAR,NO APLICA
HERIDOS,02/08/2022 12:00:00 AM,"2,022",1899-12-31T05:35:00.000,MADRUGADA,MARTES,BARRIO NUEVO,CALLE 23 CARRERA 33A,URBANA,TECNICO,3.5217,-76.30491,NO RESPETAR PRELACION,132,MOTOCICLISTA,CHOQUE,30,MASCULINO,LESIONADO,PALMA,MOTO,VICTORY,FLORIDA,PARTICULAR,NO APLICA
HERIDOS,02/08/2022 12:00:00 AM,"2,022",1899-12-31T05:35:00.000,MADRUGADA,MARTES,BARRIO NUEVO,CALLE 23 CARRERA 33A,URBANA,TECNICO,3.5217,-76.30491,NO RESPETAR PRELACION,132,NO APLICA,CHOQUE,53,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,PALMIRA,PARTICULAR,NO APLICA
HERIDOS,02/08/2022 12:00:00 AM,"2,022",1899-12-31T05:35:00.000,MADRUGADA,MARTES,BARRIO NUEVO,CALLE 23 CARRERA 33A,URBANA,TECNICO,3.5217,-76.30491,NO RESPETAR PRELACION,132,ACOMPAÑANTE MOTOCICLISTA,CHOQUE,34,MASCULINO,LESIONADO,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
HERIDOS,02/08/2022 12:00:00 AM,"2,022",1899-12-31T18:20:00.000,NOCHE,MARTES,CENTRO,CARRERA 28 CALLE 27-64,URBANA,TECNICO,3.52477,-76.29929,CRUZAR SIN OBSERVAR,409,NO APLICA,ATROPELLO,28,MASCULINO,NO APLICA,NO APLICA,MOTO,SUZUKI,PALMIRA,PARTICULAR,NO APLICA
HERIDOS,02/08/2022 12:00:00 AM,"2,022",1899-12-31T18:20:00.000,NOCHE,MARTES,CENTRO,CARRERA 28 CALLE 27-64,URBANA,TECNICO,3.52477,-76.29929,CRUZAR SIN OBSERVAR,409,PEATON,ATROPELLO,43,FEMENINA,LESIONADO,PALMIRA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
DAÑOS,02/08/2022 12:00:00 AM,"2,022",1899-12-31T06:55:00.000,MAÑANA,MARTES,SESQUI,CARRERA 32 CALLE 9,URBANA,TECNICO,3.50673,-76.31255,NO SABER MANIOBRAR EN UNA SITUACION DE PELIGRO,157,NO APLICA,CHOQUE,41,MASCULINO,NO APLICA,NO APLICA,MOTO,HERO,FLORIDA,PARTICULAR,NO APLICA
DAÑOS,02/08/2022 12:00:00 AM,"2,022",1899-12-31T06:55:00.000,MAÑANA,MARTES,SESQUI,CARRERA 32 CALLE 9,URBANA,TECNICO,3.50673,-76.31255,NO SABER MANIOBRAR EN UNA SITUACION DE PELIGRO,157,NO APLICA,CHOQUE,41,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,PALMIRA,PARTICULAR,NO APLICA
DAÑOS,02/08/2022 12:00:00 AM,"2,022",1899-12-31T10:50:00.000,MAÑANA,MARTES,VIA PALMIRA TIENDA NUEVA,KM 5+ 800MTS,RURAL,TECNICO,3.54802,-76.25333,ADELANTAR EN ZONA PROHIBIDA,105,NO APLICA,CHOQUE,27,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,KIA,BOGOTA,PARTICULAR,NO APLICA
DAÑOS,02/08/2022 12:00:00 AM,"2,022",1899-12-31T10:50:00.000,MAÑANA,MARTES,VIA PALMIRA TIENDA NUEVA,KM 5+ 800MTS,RURAL,TECNICO,3.54802,-76.25333,ADELANTAR EN ZONA PROHIBIDA,105,NO APLICA,CHOQUE,68,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,HYUNDAI,PALMIRA,PARTICULAR,NO APLICA
DAÑOS,02/09/2022 12:00:00 AM,"2,022",1899-12-31T12:10:00.000,TARDE,MIERCOLES,BARRIO NUEVO,CARRERA 29 CALLE 26,URBANA,TECNICO,3.52374,-76.30033,DESOBEDESER SEÑAL,112,NO APLICA,CHOQUE,51,MASCULINO,NO APLICA,NO APLICA,MOTO,YAMAHA,PRADERA,PARTICULAR,NO APLICA
DAÑOS,02/09/2022 12:00:00 AM,"2,022",1899-12-31T12:10:00.000,TARDE,MIERCOLES,BARRIO NUEVO,CARRERA 29 CALLE 26,URBANA,TECNICO,3.52374,-76.30033,DESOBEDESER SEÑAL,112,NO APLICA,CHOQUE,24,MASCULINO,NO APLICA,NO APLICA,MOTO,HONDA,CALI,PARTICULAR,NO APLICA
HERIDOS,02/09/2022 12:00:00 AM,"2,022",1899-12-31T13:40:00.000,TARDE,MIERCOLES,SANTA TERESITA,CALLE 47 CARRERA 35,URBANA,TECNICO,3.54259,-76.30734,GIRAR BRUSCAMENTE,122,MOTOCICLISTA,CHOQUE,35,MASCULINO,LESIONADO,PALMA,MOTO,HONDA,PRADERA,PARTICULAR,NO APLICA
HERIDOS,02/09/2022 12:00:00 AM,"2,022",1899-12-31T13:40:00.000,TARDE,MIERCOLES,SANTA TERESITA,CALLE 47 CARRERA 35,URBANA,TECNICO,3.54259,-76.30734,GIRAR BRUSCAMENTE,122,NO APLICA,CHOQUE,79,MASCULINO,NO APLICA,NO APLICA,CAMIONETA,JAC,PALMIRA,PARTICULAR,NO APLICA
DAÑOS,02/09/2022 12:00:00 AM,"2,022",1899-12-31T16:00:00.000,TARDE,MIERCOLES,POTRERILLO,AVENIDAD 4 CALLE 6,RURAL,TECNICO,3.55426,-76.20133,NO MANTENER DISTANCIA SEGURIDAD,121,NO APLICA,CHOQUE,51,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,MAZDA,TUNJA,PARTICULAR,NO APLICA
DAÑOS,02/09/2022 12:00:00 AM,"2,022",1899-12-31T16:00:00.000,TARDE,MIERCOLES,POTRERILLO,AVENIDAD 4 CALLE 6,RURAL,TECNICO,3.55426,-76.20133,NO MANTENER DISTANCIA SEGURIDAD,121,NO APLICA,CHOQUE,34,MASCULINO,NO APLICA,NO APLICA,CAMIONETA,NISSAN,CALI,PARTICULAR,NO APLICA
DAÑOS,02/09/2022 12:00:00 AM,"2,022",1899-12-31T17:00:00.000,TARDE,MIERCOLES,TREBOL,CALLE 26 CARRERA 23A,URBANA,TECNICO,3.52274,-76.2954,GIRAR BRUSCAMENTE,122,NO APLICA,CHOQUE,19,MASCULINO,NO APLICA,NO APLICA,CAMIONETA,SIZUKI,CALI,PARTICULAR,NO APLICA
DAÑOS,02/09/2022 12:00:00 AM,"2,022",1899-12-31T17:00:00.000,TARDE,MIERCOLES,TREBOL,CALLE 26 CARRERA 23A,URBANA,TECNICO,3.52274,-76.2954,GIRAR BRUSCAMENTE,122,NO APLICA,CHOQUE,32,MASCULINO,NO APLICA,NO APLICA,MICROBUS,NISSAN,GUACARI,PUBLICO,EXPRESO PRADERA
HERIDOS,02/09/2022 12:00:00 AM,"2,022",1899-12-31T20:30:00.000,NOCHE,MIERCOLES,BARRIO NUEVO,CARRERA 28 CALLE 24,URBANA,TECNICO,3.5219,-76.29966,DESOBEDESER SEÑAL,112,MOTOCICLISTA,CHOQUE,26,MASCULINO,LESIONADO,RAUL,MOTO,HONDA,EL CERRITO,PARTICULAR,NO APLICA
HERIDOS,02/09/2022 12:00:00 AM,"2,022",1899-12-31T20:30:00.000,NOCHE,MIERCOLES,BARRIO NUEVO,CARRERA 28 CALLE 24,URBANA,TECNICO,3.5219,-76.29966,DESOBEDESER SEÑAL,112,NO APLICA,CHOQUE,40,MASCULINO,NO APLICA,NO APLICA,CAMPERO,RENAULT,PALMIRA,PARTICULAR,NO APLICA
HERIDOS,02/09/2022 12:00:00 AM,"2,022",1899-12-31T20:30:00.000,NOCHE,MIERCOLES,BARRIO NUEVO,CARRERA 28 CALLE 24,URBANA,TECNICO,3.5219,-76.29966,DESOBEDESER SEÑAL,112,ACOMPAÑANTE MOTOCICLISTA,CHOQUE,21,FEMENINA,LESIONADO,RAUL,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
HERIDOS,02/09/2022 12:00:00 AM,"2,022",1899-12-31T22:30:00.000,NOCHE,MIERCOLES,COLOMBIA,CALLE 36 CARRERA 31,URBANA,TECNICO,3.5332,-76.30065,SEMAFORO EN ROJO,142,NO APLICA,CHOQUE,22,FEMENINA,NO APLICA,NO APLICA,AUTOMOVIL,AUDI,CALI,PARTICULAR,NO APLICA
HERIDOS,02/09/2022 12:00:00 AM,"2,022",1899-12-31T22:30:00.000,NOCHE,MIERCOLES,COLOMBIA,CALLE 36 CARRERA 31,URBANA,TECNICO,3.5332,-76.30065,SEMAFORO EN ROJO,142,MOTOCICLISTA,CHOQUE,27,MASCULINO,LESIONADO,PALMIRA,MOTO,BAJAJ,PALMIRA,PARTICULAR,NO APLICA
HERIDOS,02/09/2022 12:00:00 AM,"2,022",1899-12-31T22:30:00.000,NOCHE,MIERCOLES,COLOMBIA,CALLE 36 CARRERA 31,URBANA,TECNICO,3.5332,-76.30065,SEMAFORO EN ROJO,142,ACOMPAÑANTE MOTOCICLISTA,CHOQUE,34,FEMENINA,LESIONADO,PALMIRA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
HERIDOS,02/10/2022 12:00:00 AM,"2,022",1899-12-31T13:20:00.000,TARDE,JUEVES,FRAY LUIS,CALLE 42 CARRERA 49,URBANA,TECNICO,3.53689,-76.31966,NO RESPETAR PRELACION,132,MOTOCICLISTA,CHOQUE,26,MASCULINO,LESIONADO,PALMA,MOTO,SUZUKI,GUACARI,PARTICULAR,NO APLICA
HERIDOS,02/10/2022 12:00:00 AM,"2,022",1899-12-31T13:20:00.000,TARDE,JUEVES,FRAY LUIS,CALLE 42 CARRERA 49,URBANA,TECNICO,3.53689,-76.31966,NO RESPETAR PRELACION,132,NO APLICA,CHOQUE,71,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,GUACARI,PARTICULAR,NO APLICA
DAÑOS,02/10/2022 12:00:00 AM,"2,022",1899-12-31T08:15:00.000,MAÑANA,JUEVES,VIA PALMIRA ROZO,KM 1+ 300 MTS,RURAL,TECNICO,3.56564,-76.3119,PERDIDA DEL CONTROL DEL VEHICULO,157,NO APLICA,CHOQUE ARBOL,34,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,NISSAN,CALI,PARTICULAR,NO APLICA
HERIDOS,02/10/2022 12:00:00 AM,"2,022",1899-12-31T15:30:00.000,TARDE,JUEVES,SANTA RITA,CARRERA 28 CALLE 34,URBANA,TECNICO,3.53118,-76.2983,PONER EN MARCHA VEHICULO SIN PRECAUCION,143,MOTOCICLISTA,CHOQUE,51,MASCULINO,LESIONADO,FRACTURAS,MOTO,BAJAJ,GUACARI,PARTICULAR,NO APLICA
HERIDOS,02/10/2022 12:00:00 AM,"2,022",1899-12-31T15:30:00.000,TARDE,JUEVES,SANTA RITA,CARRERA 28 CALLE 34,URBANA,TECNICO,3.53118,-76.2983,PONER EN MARCHA VEHICULO SIN PRECAUCION,143,NO APLICA,CHOQUE,51,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,MAZDA,CALARCA,PARTICULAR,NO APLICA
HERIDOS,02/10/2022 12:00:00 AM,"2,022",1899-12-31T17:30:00.000,TARDE,JUEVES,PORTAL,CALLE 47A CARRERA 46A-06,URBANA,TECNICO,3.54266,-76.31808,CONDUCIR UN VEHICULO SIN OBSERVAR LAS MEDIDAS,157,NO APLICA,ATROPELLO,19,MASCULINO,NO APLICA,NO APLICA,MOTO,BAJAJ,PRADERA,PARTICULAR,NO APLICA
HERIDOS,02/10/2022 12:00:00 AM,"2,022",1899-12-31T17:30:00.000,TARDE,JUEVES,PORTAL,CALLE 47A CARRERA 46A-06,URBANA,TECNICO,3.54266,-76.31808,CONDUCIR UN VEHICULO SIN OBSERVAR LAS MEDIDAS,157,PEATON,ATROPELLO,83,FEMENINA,LESIONADO,PALMIRA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
HERIDOS,02/11/2022 12:00:00 AM,"2,022",1899-12-31T05:30:00.000,MADRUGADA,VIERNES,CENTRO,CALLE 31 CARRERA 26,URBANA,TECNICO,3.52775,-76.29707,SEMAFORO EN ROJO,142,NO APLICA,CHOQUE,24,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,PALMIRA,PARTICULAR,NO APLICA
HERIDOS,02/11/2022 12:00:00 AM,"2,022",1899-12-31T05:30:00.000,MADRUGADA,VIERNES,CENTRO,CALLE 31 CARRERA 26,URBANA,TECNICO,3.52775,-76.29707,SEMAFORO EN ROJO,142,MOTOCICLISTA,CHOQUE,37,FEMENINA,LESIONADO,PALMIRA,MOTO,KAWASAKI,PRADERA,PARTICULAR,NO APLICA
DAÑOS,02/11/2022 12:00:00 AM,"2,022",1899-12-31T11:55:00.000,MAÑANA,VIERNES,CENTRO,CALLE 30 CARRERA 33,URBANA,TECNICO,3.52755,-76.30334,GIRAR BRUSCAMENTE,122,NO APLICA,CHOQUE,39,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,CALI,PARTICULAR,NO APLICA
DAÑOS,02/11/2022 12:00:00 AM,"2,022",1899-12-31T11:55:00.000,MAÑANA,VIERNES,CENTRO,CALLE 30 CARRERA 33,URBANA,TECNICO,3.52755,-76.30334,GIRAR BRUSCAMENTE,122,NO APLICA,CHOQUE,34,FEMENINA,NO APLICA,NO APLICA,MOTO,VICTORY,FLORIDA,PARTICULAR,NO APLICA
DAÑOS,02/11/2022 12:00:00 AM,"2,022",1899-12-31T14:30:00.000,TARDE,VIERNES,COLOMBINA,CALLE 30 CARRERA 21,URBANA,TECNICO,3.52622,-76.29305,PONER EN MARCHA VEHICULO SIN PRECAUCION,143,NO APLICA,CHOQUE,48,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,HYUNDAI,PALMIRA,PUBLICO,COOTRANSPAL
DAÑOS,02/11/2022 12:00:00 AM,"2,022",1899-12-31T14:30:00.000,TARDE,VIERNES,COLOMBINA,CALLE 30 CARRERA 21,URBANA,TECNICO,3.52622,-76.29305,PONER EN MARCHA VEHICULO SIN PRECAUCION,143,NO APLICA,CHOQUE,71,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,NISSAN,CALI,PARTICULAR,NO APLICA
DAÑOS,02/11/2022 12:00:00 AM,"2,022",1899-12-31T15:00:00.000,TARDE,VIERNES,COLOMBIA,CALLE 33 CARRERA 34,URBANA,TECNICO,3.53123,-76.30417,DESOBEDESER SEÑAL,112,NO APLICA,CHOQUE,26,FEMENINA,NO APLICA,NO APLICA,AUTOMOVIL,HYUNDAI,PALMIRA,PARTICULAR,NO APLICA
DAÑOS,02/11/2022 12:00:00 AM,"2,022",1899-12-31T14:30:00.000,TARDE,VIERNES,BENEDICTA,CARRERA 34B CALLE 48A,URBANA,TECNICO,3.54357,-76.30358,GIRAR BRUSCAMENTE,122,NO APLICA,CHOQUE,31,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,ENVIGADO,PARTICULAR,NO APLICA
DAÑOS,02/11/2022 12:00:00 AM,"2,022",1899-12-31T14:30:00.000,TARDE,VIERNES,BENEDICTA,CARRERA 34B CALLE 48A,URBANA,TECNICO,3.54357,-76.30358,GIRAR BRUSCAMENTE,122,NO APLICA,CHOQUE,21,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,CALI,PARTICULAR,NO APLICA
DAÑOS,02/11/2022 12:00:00 AM,"2,022",1899-12-31T22:30:00.000,NOCHE,VIERNES,LAS FLORES,CALLE 30 CARRERA 3,URBANA,TECNICO,3.52226,-76.27945,ADELANTAR ZONA PROHIBIDAD,105,NO APLICA,CHOQUE,67,FEMENINA,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,ENVIGADO,PARTICULAR,NO APLICA
DAÑOS,02/11/2022 12:00:00 AM,"2,022",1899-12-31T22:30:00.000,NOCHE,VIERNES,LAS FLORES,CALLE 30 CARRERA 3,URBANA,TECNICO,3.52226,-76.27945,ADELANTAR ZONA PROHIBIDAD,105,NO APLICA,CHOQUE,17,MASCULINO,NO APLICA,NO APLICA,MOTO,TVS,PARADERA,PARTICULAR,NO APLICA
HERIDOS,02/12/2022 12:00:00 AM,"2,022",1899-12-31T15:00:00.000,TARDE,SABADO,EMILIA,CALLE 34A CARRERA 36,URBANA,TECNICO,3.53234,-76.30626,DESOBEDESER SEÑAL,112,NO APLICA,CHOQUE,50,FEMENINA,NO APLICA,NO APLICA,CAMPERO,NISSAN,CALI,PARTICULAR,NO APLICA
HERIDOS,02/12/2022 12:00:00 AM,"2,022",1899-12-31T15:00:00.000,TARDE,SABADO,EMILIA,CALLE 34A CARRERA 36,URBANA,TECNICO,3.53234,-76.30626,DESOBEDESER SEÑAL,112,MOTOCICLISTA,CHOQUE,27,MASCULINO,LESIONADO,PALMIRA,CAMIONETA,CHEVROLET,CALI,PARTICULAR,NO APLICA
DAÑOS,02/12/2022 12:00:00 AM,"2,022",1899-12-31T13:00:00.000,TARDE,SABADO,FATIMA,CALLE 30 CARRERA 11,URBANA,TECNICO,3.5246,-76.28512,NO RESPETAR LA PRELACION INTERSECCION,123,NO APLICA,CHOQUE,39,MASCULINO,NO APLICA,NO APLICA,MOTO,HONDA,CALI,PARTICULAR,NO APLICA
DAÑOS,02/12/2022 12:00:00 AM,"2,022",1899-12-31T13:00:00.000,TARDE,SABADO,FATIMA,CALLE 30 CARRERA 11,URBANA,TECNICO,3.5246,-76.28512,NO RESPETAR LA PRELACION INTERSECCION,123,NO APLICA,CHOQUE,34,FEMENINA,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,CALI,PARTICULAR,NO APLICA
